trip_id,start_time,end_time,headway_secs,exact_times
3d7895f3-83a8-469b-9b6c-358077f038f0,10:32:00,10:37:00,300,0
2beb6022-e725-4704-bef1-ef0b6e0ce1ef,18:17:00,18:31:00,420,0
d54f3eef-aa08-43bb-b071-bcea2d38b44e,22:32:00,23:28:00,1680,0
58427f7e-ce11-472e-9832-a283cc293cfb,06:53:00,07:01:00,480,0
df5a4fcc-d3c7-4cfb-9d5e-22922cc838bc,10:53:00,10:57:00,240,0
7c5c7612-b3a2-4965-b924-5cfe02b4f35b,10:50:00,15:00:00,600,0
8b0f30eb-a2fe-4524-8086-a5933d522952,09:49:00,10:00:00,660,0
317f83f0-f3f8-44eb-b2b9-45d7c65ef2f8,08:28:00,08:37:00,540,0
f4bd7baf-439c-48d8-ab0b-9c89e5c7f301,06:40:00,06:45:00,300,0
f4c41a2f-8fdf-4e66-9df8-55934de52d6c,08:22:00,08:32:00,300,0
4a5505a9-03b4-448a-a5e8-a14d03b86e13,13:52:00,14:01:00,540,0
cc6b4ec1-dc19-4cd8-96f6-a18c8726b8b0,11:20:00,11:34:00,840,0
82a34482-9a51-4c19-9790-13c2912fbb76,05:30:00,07:00:00,600,0
5938e425-ca27-4b57-b892-6d1bfe1e9112,11:12:00,11:28:00,960,0
78da7f4f-b799-42a5-868f-89422d155427,12:00:00,12:09:00,540,0
0f2177a0-3c16-47cc-88ee-956b8593567b,13:00:00,14:00:00,1800,0
c907ebb3-b100-4629-bc13-5f0da1f0e59c,07:35:00,07:55:00,1200,0
2b8290a7-1fba-414a-97e9-a11a565a2998,07:18:00,07:22:00,240,0
f82a902d-fd52-45dc-ab5f-0308ee510374,12:09:00,12:19:00,600,0
4bbc2235-59d8-4925-a446-215e66917794,12:28:00,12:38:00,600,0
f4d8d325-d456-4e87-8d2a-b10711c35359,16:45:00,16:54:00,540,0
249bb660-c261-4264-9fc7-61ed6b788456,15:00:00,18:40:00,600,0
1b6b4ff1-27fb-410e-9092-0a7d6c74ebdb,20:00:00,21:00:00,900,0
fc045aa4-1350-4b3a-9913-ff250231fde8,09:00:00,12:50:00,600,0
95786671-7d14-42e8-b6c3-f84cbdbd8728,21:00:00,23:00:00,3600,0
c94c9344-e249-4077-aa0e-8b8b806077f0,21:00:00,23:00:00,3600,0
8d379547-0b3b-4c55-924f-f0a9668a75cf,10:04:00,10:16:00,240,0
126c5ae0-ec8f-4dc7-aa77-0fcf0e507c64,15:50:00,16:04:00,420,0
7b7ba3d4-78d6-4594-b5a1-e4824991f27b,18:42:00,18:51:00,540,0
d4306de1-2be4-4901-8531-52295c984827,12:33:00,12:37:00,240,0
d76a2ff1-8590-4af0-ab1d-b63092a0345d,10:24:00,10:27:00,180,0
53ecc023-02f1-4729-868f-348616b6f62a,05:52:00,06:52:00,1200,0
a2c8765c-5695-4b56-8210-72b71f2a54da,12:00:00,12:16:00,960,0
90d72936-443c-42cd-90d6-0331cf4a25ec,05:20:00,18:40:00,4800,0
9a5fa43a-55ee-49be-98b3-9d8e95179c97,09:07:00,10:07:00,720,0
9b427169-ea8e-4404-8e53-3a15185801b4,07:12:00,07:22:00,600,0
300ffeb9-06de-400e-8067-5e7d0a4a9682,06:34:00,06:40:00,360,0
58749ba7-2b99-44e1-9ef2-14f5c4a6ff7f,11:02:00,11:08:00,360,0
7cfabc7d-afac-4b4f-9a46-7cac66bfa3cc,22:00:00,23:00:00,3600,0
4f4b16cf-89ba-46d9-a431-ee567f60fd04,21:01:00,21:23:00,1320,0
6523a2b2-4279-4c13-bcbf-456efddaeea2,22:00:00,23:00:00,3600,0
eb945e68-9f10-4b2f-b39e-cf1bc3add65e,22:00:00,23:00:00,3600,0
f4d9480d-6eee-4053-8d57-9f655c9415af,08:12:00,08:25:00,780,0
9eafff47-558a-42ee-b7f5-672b6a502d5e,07:59:00,08:07:00,240,0
a708888b-03a0-44d2-b993-bd41a28c5fa4,10:40:00,10:45:00,300,0
7a361aa5-a2ed-4966-8178-41ccc1e9dff0,17:45:00,17:51:00,360,0
7da30867-ebca-446b-8767-3cf72a59e256,14:52:00,15:00:00,480,0
60b0961e-e7b5-4091-92b3-5bd52f5ee655,08:15:00,08:35:00,1200,0
486082e9-18e0-453a-b664-db07c28aa777,09:00:00,09:05:00,300,0
00e84679-1707-42dd-8b91-d5ab2d4fb7cc,08:17:00,08:28:00,660,0
449ea26a-39fa-43a9-8d50-331acb6a9593,05:00:00,08:40:00,1320,0
8392aa83-409c-48cd-9d6e-42d4977eddfe,19:40:00,20:40:00,1800,0
ddaf0ecf-bd40-4f32-a802-22c1d0c43446,14:20:00,14:40:00,1200,0
997f67e6-498c-49c6-9de5-862b11c974a8,09:03:00,09:12:00,540,0
0f8fa165-c849-4950-a28d-b7f94786b560,04:21:00,04:27:00,360,0
3f02c9ff-ba25-4b36-bddc-be465ba9d04d,05:13:00,05:26:00,780,0
9965a63b-cb51-4566-879d-5ec2c066f9bf,06:01:00,06:08:00,420,0
ae942673-aedf-43a3-a0fe-173e5c8b7573,07:02:00,07:09:00,420,0
ec9bd21d-da09-4531-8d2e-b5fc65508bba,12:44:00,12:50:00,360,0
19a6cb4d-f938-4327-8466-3046e5c4b152,22:51:00,23:51:00,1800,0
074af3e7-7fe5-4e01-9645-62018da5f8f9,14:39:00,14:49:00,600,0
9c7bc7ec-032d-48df-8520-d4d792c2cfb1,10:09:00,11:18:00,1380,0
f9bd22e0-1473-4777-8375-e1dc149846d4,06:45:00,06:51:00,360,0
67b5392c-3d4e-42c5-a601-865ae360ff27,11:18:00,11:24:00,360,0
ca32f149-f1b5-428c-a5e2-2b13a1f649eb,11:45:00,11:59:00,840,0
a4e1330a-7bab-4ccd-8dfe-a3250b9ade4a,17:21:00,17:47:00,1560,0
a0f366d3-5c19-4741-9bf4-c311efd26123,21:00:00,23:00:00,3600,0
8763cc87-8375-4b59-93f7-d9df6a58e254,14:30:00,14:36:00,360,0
0e046290-8413-45bc-9e2e-4ca00381af41,07:47:00,07:59:00,360,0
0900c8ef-0483-4fde-9921-0347ab698739,12:30:00,13:18:00,720,0
63a8d1da-bf38-418a-b4ef-979ba25e178a,22:00:00,28:00:00,3600,0
71b25662-2998-40e8-8ba7-ff9d3a51d879,22:00:00,28:00:00,3600,0
dd906051-9ce7-4edc-abe5-d006d38bcbc1,22:00:00,28:00:00,3600,0
17b8990f-b124-4526-b3b2-1d9c84b81245,22:00:00,28:00:00,3600,0
02bab272-dae8-4daa-a548-801a955dd31d,22:00:00,28:00:00,3600,0
80ffcd55-32a1-4c83-beb5-e79fec97c68d,22:00:00,28:00:00,3600,0
1d2676a8-0b7c-4c45-ba04-4c82185e1cfc,21:00:00,22:20:00,1200,0
6f5bd763-7e8d-40ef-8dab-5f941db9b0e6,15:05:00,15:15:00,600,0
918f9c9a-3d5f-420e-8adb-a27b4fef28f6,10:45:00,10:54:00,540,0
88891f2e-e1e2-405a-8ce9-e73b5d062f8d,17:21:00,17:25:00,240,0
eee4e461-78ce-4bba-8036-51f75dfcc88c,12:36:00,12:43:00,420,0
2c839445-f226-4321-94a0-52c30faf1b3f,16:50:00,16:54:00,240,0
63b273e2-4325-4478-88d1-2b07edc25304,14:39:00,14:53:00,420,0
d123a32f-ff0e-4af5-800a-d1e8a1f3d1d1,10:02:00,10:10:00,480,0
0c329beb-e39a-4d57-a7fc-7f0aaeeb85d2,10:17:00,10:18:00,60,0
02ef8329-4251-426c-9eb5-29e9ec0774d9,20:30:00,23:50:00,2400,0
4d5db237-b063-40ea-808e-16b282ee7401,13:00:00,14:10:00,2100,0
2028337a-b931-4cfc-a8cd-9f5dfd6074fb,19:30:00,19:35:00,300,0
9d8d8706-5b97-42a3-969f-e0c9c73ff543,18:52:00,19:14:00,1320,0
5d12faff-215f-4e83-bd8d-b181550f24ab,04:42:00,04:48:00,360,0
b968c254-71cd-437a-b0d3-93bdb6f6e117,06:28:00,06:31:00,180,0
e1d8eae5-30f2-446b-b3d2-451153e6533f,12:55:00,14:40:00,2100,0
5e8eb782-a07f-444f-a930-0c91c5fabbf4,10:30:00,14:40:00,1500,0
320db606-cac7-454f-8f67-c68db4044fe1,08:57:00,09:06:00,540,0
cfc4103b-42b0-4551-a2fd-f20b28024cb6,20:50:00,22:10:00,2400,0
803d2479-25fe-4ba6-af4e-101103f2e3f3,17:34:00,17:46:00,720,0
dfa80da4-07b3-49d5-ba1a-b58d66dd0330,07:49:00,07:55:00,360,0
1efaec59-3d22-4201-9069-36a87c341e33,20:31:00,20:38:00,420,0
6495185a-d72b-4355-8ef6-8587fc87d482,12:31:00,12:59:00,1680,0
10161889-eb17-44c3-aefd-37fba4911189,08:25:00,10:13:00,720,0
5c64ae56-3c17-4354-b6c9-d75b63b7ad35,17:17:00,17:45:00,1680,0
9be204f1-0f4f-4e5d-9fde-2e49055f6fa0,12:47:00,12:57:00,600,0
118b79d6-2982-4e7f-8dbc-7fa740006420,17:32:00,17:42:00,600,0
3ad12f67-70a0-40c4-8a1b-6361fc54eb34,10:21:00,10:29:00,240,0
cfe318cc-7dca-46f5-a3cf-ff33b3927c28,15:29:00,15:40:00,660,0
231f9a8b-0963-4e49-b0f5-8d9f774255fb,22:20:00,22:50:00,900,0
606077d8-cd3c-4ae5-ae64-35ca17fadfc2,09:15:00,09:21:00,360,0
fee6875a-6075-4f8f-b5ed-569ba21aed88,16:36:00,16:42:00,360,0
9fa4289d-dc89-465a-8dbf-b8eab3d3c93c,04:00:00,04:32:00,1920,0
a4627462-04e7-46c4-a0bd-72bfe520daf9,12:50:00,15:42:00,2580,0
d95d2c43-fb8d-4fa6-bfee-eb687de45593,17:55:00,18:01:00,360,0
8e8d3d67-48b4-4331-9d05-0e5fec6d9632,05:48:00,06:00:00,720,0
673c12ee-3421-41b2-bf6e-be8861e26d8b,05:00:00,10:00:00,1800,0
f4e55a99-8264-415f-a8f3-ec292d64e8b5,05:50:00,10:50:00,1800,0
9d0c855b-d792-4abe-999e-3213a3fc9476,21:17:00,21:35:00,1080,0
e61ca1c2-1ff4-4abd-992d-ef057bbe1840,06:18:00,06:22:00,240,0
cde12bcb-578e-42d3-8c99-7067491af853,05:56:00,06:09:00,780,0
299db345-250a-4776-82fc-0b91f156c5ce,21:20:00,23:20:00,2400,0
0e4913b1-7d63-4285-836a-80aba41ebd64,09:08:00,09:28:00,1200,0
ad20c16f-2418-46c1-ab17-80c5e8ad5a40,05:50:00,06:35:00,2700,0
07ee5ad8-c9a7-4c6b-b9a3-326b6335f0c0,05:41:00,06:32:00,3060,0
d02d5d27-3ae3-41e4-bfa6-63b351e0eff2,17:02:00,17:13:00,660,0
be83f7a9-a638-49f9-8dfb-a7d4c34ef20a,12:09:00,12:37:00,840,0
7b78d093-e666-4163-af56-f103b4ebc145,14:40:00,21:40:00,3600,0
6be84d05-6be6-428e-b06a-f4b17b476a60,05:40:00,16:00:00,1200,0
1b061ae8-5308-408c-96a3-57c67e6ebadb,20:30:00,24:30:00,7200,0
22a5e093-4f28-4284-b194-9f1eebe91f93,06:30:00,21:30:00,1800,0
871d0f58-d3dd-4a00-a8bf-d785c16a1148,06:30:00,21:30:00,1800,0
9b90e7d8-c463-4a5f-98f2-1338f9a607c5,05:45:00,14:15:00,1800,0
d1ac3203-f53b-4d0e-98ad-38f50c696460,06:15:00,14:45:00,1800,0
0c77a1c9-4370-40a1-82db-d9235d5470bd,04:50:00,09:00:00,600,0
61e411fa-3042-40dc-9269-da0b9747ea31,09:23:00,09:45:00,1320,0
93faba49-ecce-4053-bd11-609188f75882,11:00:00,13:15:00,900,0
e2576f76-ff81-4d90-a994-9bbef3bba00d,05:52:00,06:52:00,1200,0
e7bc33e0-95a8-4472-90ff-ca952e8b1542,08:19:00,08:28:00,540,0
6745577a-71be-4e41-90cc-dd0cb347e19a,07:24:00,08:12:00,360,0
4df49ce9-81c5-4ab4-affc-c0542bd9cd2b,17:30:00,18:00:00,360,0
e45dd597-fac9-44b3-8d71-6d3b78bb6a06,09:47:00,09:53:00,360,0
82d485f2-2bec-4dc1-af9f-c13625222475,13:22:00,14:06:00,1320,0
20f7cb36-91da-4276-a0ac-d8d206a5a054,05:00:00,12:35:00,300,0
0aec18f9-9839-4385-8422-01d8c0ba0a97,12:06:00,12:18:00,720,0
382ad8cb-e286-47e5-bed4-0a21116f51d8,07:24:00,08:12:00,720,0
1fe6126a-b01a-4e6d-84c3-90e14d40267f,09:28:00,09:49:00,1260,0
46dc23e4-79f1-43fa-9550-e5198939452c,05:40:00,05:52:00,720,0
2cf628ad-5f60-4849-8a09-dc8bdd603243,18:01:00,18:08:00,420,0
18215da9-a1ca-4011-95af-9bcafc2551d4,08:14:00,10:06:00,1680,0
df402aa5-58ac-4963-92fe-b556b8139345,05:43:00,06:09:00,1560,0
56b4954c-7d41-4445-8a87-fc191ea7bd57,12:19:00,12:28:00,540,0
c71ed179-079c-4db2-a914-92dc59617f4b,14:22:00,14:32:00,600,0
8fbc308b-febf-4371-a622-577c9ec65c1a,11:24:00,11:36:00,720,0
eaded914-78f4-4c0f-a9f2-1508979b54a0,16:57:00,17:00:00,180,0
533cbe3b-6bf4-44ef-857c-632a1d62172c,10:39:00,10:44:00,300,0
2a3d3e71-9c8c-43ef-8422-bd35d9bd2a2e,13:30:00,17:40:00,3000,0
47eaab83-f80d-4480-bc1d-b1186282bb8d,17:54:00,18:01:00,420,0
f8fbe097-5290-455c-b223-cc527382b987,05:50:00,09:10:00,1200,0
ce962a17-bad3-4df0-a7e9-7fba8dae0835,06:10:00,06:25:00,900,0
2d7a5314-cbae-4076-b201-a2bd6d04fee2,09:05:00,09:08:00,180,0
391424a0-09ae-49b9-80e6-1c75fb9a02c0,09:48:00,09:52:00,240,0
c43617ae-54dd-4cf8-a33a-01979cec23b6,08:50:00,11:30:00,2400,0
d49350c9-ea00-4810-ac34-a5f69e9557e7,21:50:00,22:50:00,3600,0
90b92658-f7e5-40d9-b88d-3f9ba3f79e96,21:50:00,22:50:00,3600,0
e59bc63c-6ba7-4984-b320-b8d59791696c,14:40:00,14:48:00,480,0
d624b7ca-5854-46f8-8122-a2c5f3c6cb07,11:02:00,11:15:00,780,0
85af461c-e6f4-4969-a729-45f2bbcbf965,04:48:00,04:58:00,300,0
52e53819-6a7f-45a3-897c-275a9efbb82c,22:14:00,23:00:00,2760,0
65c93bb5-13eb-4020-af44-82f6ab349580,06:08:00,06:13:00,300,0
5d1dd049-7e5c-4a2e-aa1e-325e8b9e6d1f,02:15:00,02:45:00,900,0
ae5a87d6-cf82-435b-9055-152a2d8a59fe,23:01:00,29:01:00,3600,0
80f28aa6-49f3-425c-bbfc-4798ea921f89,23:01:00,29:01:00,3600,0
3edc7165-5969-4166-b849-3a37a7b4d70a,23:01:00,29:01:00,3600,0
