trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,shape_id
5724f1ae-d2b9-4854-96b1-e32523c5db1a,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
50b336d1-6251-40d7-b395-98769b4f2b8d,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
512c218a-6f1c-4745-ba39-6642008c5718,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
f3ea7fe3-6640-4375-81ff-ebb003b1a0b3,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
0c369c66-53ce-40ad-ae7d-c87235708a40,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
4b36a1b2-3697-486c-bf4c-7c3cecb4bfd3,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
ba2f98b2-796e-4fb2-af03-62f8dc6e76a9,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
459f4539-912a-4fdd-855d-400f2a8206ad,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
915ab440-54b2-4edd-b143-81f3fc2d953c,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
6d80a499-ba85-4512-ad2e-ad7f6ce0520b,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
76b2bbf2-85bd-4a47-8cb0-05f5a45d9446,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
b7348d4f-1028-452b-a19e-f9c2cd98ff82,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
918862d9-c42f-4b3d-85a4-8a2e558e8108,O0774AAV0A,D_REG,Madureira,SV774,1,kdrb
